,name,psnr,ssim
0,Set12\01,32.70543481289268,0.9568091220109218
1,Set12\02,35.07491786952096,0.9570572958898815
2,Set12\03,33.34541952897487,0.9606804623200691
3,Set12\04,32.295085247227604,0.9559333576230539
4,Set12\05,33.336671892093214,0.9751306786335515
5,Set12\06,31.759561750953104,0.9569905340945674
6,Set12\07,31.954031661652248,0.9533522415427663
7,Set12\08,34.66895511653184,0.9599677976069574
8,Set12\09,32.75669920149033,0.9613623306161859
9,Set12\10,32.49311585684608,0.9384717562441128
10,Set12\11,32.47982575616906,0.9421217755635893
11,Set12\12,32.526414365642914,0.9451003661399566
12,Average,32.94967775499958,0.9552481431904676
